32246	Are you ready to eat?	2715253	An bhfuil tú réidh a ithe?
32569	I don't know yet.	3601087	Níl a fhios agam fós.
32706	I'll see you later.	875876	Feicfidh mé ar ball sibh.
33021	Oh, what is this?	626917	Ó, cad é seo?
33688	I enjoyed the concert except that the hall was cold.	752748	Bhain mé taitneamh as an gceolchoirm ach amháin go raibh an halla fuar.
34554	Bill was late for school as usual.	3103721	Bhí Bille déanach don scoil mar is gnách.
34887	Peter fell in love with the girl.	3120370	Thit Peter i ngrá leis an cailín.
35027	Paris is the capital of France.	631402	Is é Páras príomhchathair na Fraince.
35406	Where is the bus terminal?	557291	Cá bhfuil críochfort na mbus?
35821	There is a cat.	3602993	Tá cat ann.
35894	New York is a big city.	3600000	Is cathair mhór í New York.
36584	How's the weather?	3602367	Conas atá an aimsir?
36641	Any child can do that.	3433404	Is féidir le aon leanbh sin a dhéanamh.
38002	Which is mine?	3604274	Cé acu ceann mo cheannsa?
39405	Are you good at tennis?	3245205	An bhfuil tú go maith ag leadóige?
40223	I don't have a ticket.	3602370	Níl ticéad agam.
40296	The days are getting longer and longer.	748613	Tá na laethanta ag éirí níos faide agus níos faide.
44327	The ice is very thick.	752725	Tá an leac oighir an-tiubh.
44863	That store sells meat and fish.	3391354	Díolann an siopa sin feola agus éisc.
46688	Put the gun on the table.	625543	Cuir an gunna ar an mbord.
47434	The boy remained silent.	3600003	D'fhan an buachaill ina thost.
55199	You must answer these questions.	625707	Tá ort freagairt na ceisteanna seo.
55820	This is a good textbook.	3601070	Is téacsleabhar maith é seo.
55975	Is this your book?	3391348	An é seo do leabhar?
56910	This book is new.	3392782	Tá an leabhar seo nua.
57121	This hat is mine.	3604285	Is liomsa an hata seo.
57363	Do not run in this room.	628169	Ná rith sa seomra seo.
57887	I would take this brown tie.	631401	Thógfainn an carbhat donn seo.
58728	This car is mine.	3604287	Is liomsa an carr seo.
59631	There is a military base near here.	3602918	Tá bunáit mhíleata gar don áit seo.
60147	This house is mine.	3604289	Is liomsa an teach seo.
61596	Come here and help me.	752754	Téigh anseo agus cabhrú liom.
61614	This is a hospital.	3391340	Is ospidéal é seo.
62223	Please make me a cup of coffee.	625534	Déan mise cupán tae, más é do thoil é.
64556	My money was stolen.	874951	Goideadh mo chuid airgid.
64954	I have a stomachache.	3602459	Tá tinneas goile orm.
65498	We take a newspaper.	626962	Tógaimid nuachtán.
66589	Not all English people like fish and chips.	626965	Ní thaitníonn iasc agus sceallóga le gach Sasanach.
66782	No, I don't know.	3601089	Níl, níl a fhios agam.
67126	That is mine.	3604278	Is liomsa é sin.
69177	Are you good at mathematics?	3245206	An bhfuil tú go maith ag matamaitice?
69226	Are you ten years old?	748594	An bhfuil tú deich mbliana d'aois?
69327	Did you see my camera?	3601126	An bhfaca tú mo cheamara?
69515	You made an error.	3390884	Rinne tú botúin.
70572	I want to talk with your uncle.	625524	Ba mhaith liom labhairt le d'uncail.
72390	Seven dollars, please.	627078	Seacht ndollar, más é do thoil é.
73698	"What time is it now?" "It's ten o'clock."	2714665	"Cén t-am é anois?" "Tá sé a deich a chlog."
237828	I have an older brother.	3127242	Tá deartháir níos sine agam.
241099	Are you ready to go?	2715254	An bhfuil tú réidh dul?
242547	I will be busy this afternoon.	630748	Beidh mé gnóthach sa tráthnóna.
242617	How is the weather today?	1345234	Conas atá an aimsir inniu?
242674	I have no money today.	3599668	Níl airgead agam inniu.
242709	It's very cold today.	3095088	Tá sé an-fhuar inniu.
244462	Where were you last night?	874826	Cá raibh tú aréir?
245411	Are you working?	873150	An ag obair atá tú?
245691	The children were playing in the park.	748597	Bhí na páistí ag súgradh sa pháirc.
247842	We ate breakfast at seven.	3602359	Fuair muid bricfeasta ag a seacht a chlog.
248939	We must separate politics from religion.	626908	Tá orm scaradh an pholaitíocht ón gcreideamh.
249765	I have two brothers.	3604052	Tá beirt deartháir agam.
249767	I have three sons. One is in New York, but the others are in London.	626881	Tá triúr mac agam. Tá duine díobh i Nua-Eabhrac, ach tá an chuid eile i Londan.
249879	I have a family.	9464316	Tá teaghlach agam.
250240	My uncle gave him a present.	627080	Thug m'uncail bronntanas dó.
250537	My house is near the station.	630734	Tá mo theach in aice an stáisiúin.
250692	My brother is now in Australia.	627074	Tá mo dheartháir san Astráil anois.
251753	My father and mother have a big farm there.	625701	Tá feirm mhór ag mo mháthair agus m'athair ann.
252272	I have a car.	3602464	Tá carr agam.
252287	I am a student.	3603112	Is mac léinn mé.
252311	I am a Japanese.	3603113	Is Seapánach mé.
252916	I don't know you.	3601090	Níl aithne agam ort.
252990	I was born in America.	874902	Rugadh i Meiriceá mé.
253340	I have two cameras.	3604055	Tá dhá cheamara agam.
253481	I am a cook.	3603116	Is cócaire mé.
253848	I have a computer.	3602465	Tá ríomhaire agam.
254155	I'm in the tennis club.	748598	Táim i mo bhall den club leadóige.
254742	I can do it.	874908	Is féidir liom é a dhéanamh.
254835	I don't know that.	3391361	Níl a fhios agam sin.
254926	I got out of the taxi.	752762	Tháinig mé amach as an tacsaí.
255429	I have been in Paris.	3599673	Bhí mé i bPáras.
255545	I don't know French.	3601101	Níl Fraincis agam.
255571	I have a pen.	3602467	Tá peann agam.
256170	I know how to swim.	3092437	Tá snámh agam.
256358	I want to drink something.	2714645	Ba mhaith liom rud éigin a ól.
256365	I want to buy something to eat.	2714697	Ba mhaith liom ceannach rud éigin a ithe.
256728	I can read Spanish easily.	625531	Táim ábalta an Spáinnis a léamh go heasca.
256939	I am a professor.	3603120	Is ollamh mé.
256981	I have to go to the bank.	3132608	Caithfidh mé dul go dtí an banc.
257575	I will play tennis this afternoon.	625542	Imróidh mé leadóg an tráthnóna seo.
258209	I have a bicycle.	3602469	Tá rothar agam.
258401	I don't have a car.	3602372	Níl carr agam.
258443	I am a housewife.	3603121	Is bean tí mé.
258477	I don't drink alcohol.	626967	Ní ólaim an t-alcól.
259069	I am a teacher.	3603123	Is múinteoir mé.
259771	I have two books.	3604057	Tá dhá leabhar agam.
259803	I live in Japan.	3604136	Táim i mo chónaí sa tSeapáin.
259803	I live in Japan.	3604137	Tá mé i mo chónaí sa tSeapáin.
259926	I don't have a box.	3602373	Níl bosca agam.
261029	I saw her swim.	3600020	Chonaic mé í ag snámh.
261424	I want to travel by airplane.	3391526	Ba mhaith liom taisteal ar eitleán.
261741	I paid five dollars for the book.	631395	D'íoc mé cúig dollar as an leabhar.
261892	I have a daughter.	3602472	Tá iníon agam.
263275	We clean our classroom after school.	557591	Glanaimid ár rang tar éis scoile.
264495	I don't have a bicycle.	3602375	Níl rothar agam.
265601	How many cars do you have?	626959	Cé mhéad carr atá agat?
267062	The first edition was published ten years ago.	626885	Foilsíodh an chéad iris deich mbliana ó shin.
267563	There is a small pond here.	3602893	Tá lochán beag anseo.
270061	People learn from experience.	3433415	Foghlaimíonn daoine ó thaithí.
270676	Talking in the library is not allowed.	631403	Tá cosc ar chaint sa leabharlann.
272741	We saw a funny movie last Sunday.	626873	Chonaiceamar scannán greannmhar an Domhnach seo caite.
272950	The teacher gave us a lot of homework.	627084	Thug an múinteoir a lán oibre bhaile dúinn.
275177	Taro died two years ago.	625532	Fuair Taro bás dhá bhliain ó shin.
276671	Don't let anyone enter the room.	625539	Ná lig éinne dul isteach sa seomra.
278160	The birds are singing.	3042378	Tá na héin ag canadh.
278465	I see your cat in the garden.	585264	Feicim do chat sa ghairdín.
278835	The weather has improved.	3260112	Tá feabhas ar an aimsir.
279521	You need not come to the office on Saturdays.	752722	Ní gá duit dul go dtí an oifig gach Satharn.
279776	Tokyo is a very big city.	626941	Is cathair an-mhór é Tóiceo.
280313	Don't do two things at a time.	625515	Ná déan dhá rud ag an am céanna.
282102	I have a fever.	3602476	Tá fiabhras orm.
288042	He did a very foolish thing.	626916	Rinne sé rud an-amaideach.
290021	He is keen on soccer.	625538	Is maith leis an sacar.
291170	He knows the city well.	627061	Tá aithne aige ar an gcathair go maith.
291288	He was able to read the book.	625689	Bhí sé ábalta an leabhar a léamh.
297476	He gave me some money.	3604306	Thug sé dom roinnt airgid.
298162	He treats me like his slave.	3600101	Tugann sé meas sclábhaí orm.
298830	He is afraid of his father.	626890	Tá faitíos air roimh a athair.
299226	He will be writing a letter.	625518	Beidh sé ag scríobh litir.
299788	He is eating.	3433386	Tá sé ag ithe.
300547	He lives in peace.	3391569	Tá sé ina chónaí faoi shíocháin.
301279	He is a good carpenter.	2714633	Is cearpantóir maith é.
301285	He left Tokyo for Osaka.	626939	D'fhág sé Tóiceo chun Ósaca.
301704	He likes to work in the garden.	2714613	Is maith leis obair sa ghairdín.
301914	He is in Tokyo.	626937	Tá sé i dTóiceo.
303797	He stopped reading a book.	625522	Stop sé ag léamh leabhar.
305084	They have two daughters.	631400	Tá beirt iníon acu.
305684	They have a nice house.	3602675	Tá teach deas acu.
306600	They went to the zoo by bus yesterday.	626872	Chuaigh siad go dtí an zú ar an mbus inné.
307092	They have a large house.	3602678	Tá teach mór acu.
307105	They crossed the Atlantic Ocean.	2988436	Thrasnaigh siad an tAigéan Atlantach.
307306	They built a fence around the farm.	748602	Thóg siad fál timpeall na feirme.
308673	Where did you see her?	3600033	Cén áit a bhfaca tú í?
308718	She has a daughter whose name is Mary.	630752	Tá iníon aici agus Mary is ainm di.
309627	Her hair is long.	2714627	Tá a cuid gruaige fada.
310985	She will come soon.	626911	Tiocfaidh sí gan mhoill.
311542	She got in the taxi.	752758	Chuaigh sí isteach sa tacsaí.
312176	She stayed at a hotel.	626951	D'fhan sí in ostán.
313255	She will be a teacher.	3600055	Beidh sí ina múinteoir.
316163	She had white shoes on.	748604	Bhí bróga bán uirthi.
317439	She cooks well.	3599537	Cócarálann sí go maith.
317830	Are you tired?	625716	An bhfuil tuirse ort?
321846	I have a dictionary.	3602478	Tá foclóir agam.
321849	I have two cars.	3604059	Tá dhá charr agam.
321946	I love her and she loves me.	3599732	Tá grá agam di agus tá grá aici dom.
321954	I have a cold.	3602484	Tá slaghdán orm.
323120	I start tomorrow.	626922	Tosaím amárach.
323299	It'll snow tomorrow.	1345233	Beidh sé ag cur sneachta amárach.
324546	Where is the post office?	3602362	Cá bhfuil oifig an phoist?
324552	The post office is located in the center of the town.	752746	Tá oifig an phoist suite i lár an bhaile.
324625	Are you ready for dinner?	2715255	An bhfuil tú réidh don dinnéar?
324726	I have a reservation.	3602491	Tá áirithint agam.
324861	Take care!	2795456	Bí cúramach!
325554	Are you ready for the trip?	2715249	An bhfuil tú réidh don turas?
326074	Is there anything to drink in the refrigerator?	625529	An bhfuil aon rud a ól sa chuisneoir?
326604	I fractured my arm.	626871	Bhris mé mo lámh.
329713	Good morning!	1577316	Maidin mhaith!
341634	I have many friends.	2714925	Tá a lán cairde agam.
342814	You cannot kill yourself by holding your breath.	3102203	Ní féidir le duine a bhás a fháil ó choinneáil istigh a anála.
349064	I don't know.	3601083	Níl a fhios agam.
359445	It's very romantic!	630757	Tá sé an-rómánsach!
367935	I am a vegetarian.	3603125	Is feoilséantóir mé.
370562	You are my friend.	3604039	Is tusa mo chara.
370588	I have a problem.	3602494	Tá fadhb agam.
370605	I don't know anything.	3601091	Níl a fhios agam rud ar bith.
370703	Where are you from?	3604302	Cé as thú?
371414	I have been to Rome.	3599676	Bhí mé sa Róimh.
372414	The sun is shining.	1345244	Tá an grian ag taitneamh.
372450	All these books are mine.	625514	Is liom na leabhair seo go léir.
373330	Hello!	627070	Dia duit.
374827	Thank you!	585265	Go raibh míle maith agat!
376424	Are you ready?	2715248	An bhfuil tú réidh?
378292	I have a question.	3602497	Tá ceist agam.
378502	I have a dog.	3602499	Tá madra agam.
379238	Latin is a dead language.	3390822	Is teanga mharbh í an Laidin.
383876	I have two nieces.	3604061	Tá beirt neacht agam.
386506	I don't have a sword.	3602376	Níl claíomh agam.
386704	I am a man.	2702931	Is fear mé.
387602	I don't know her.	3601092	Níl aithne agam uirthi.
397331	That book is theirs.	625537	Is leo an leabhar sin.
397570	And now?	626862	Agus anois?
401759	"Are you a teacher?" "Yes, I am."	3599998	"An múinteoir tú?" "Is ea."
403053	Where's the airport?	3691546	Cá bhfuil an t-aerfort?
403068	You're welcome.	1474636	Tá fáilte romhat.
404046	I'm at home.	3601105	Táim sa bhaile.
404096	I'm hungry!	2712420	Tá ocras orm!
407821	I know that girl.	3602686	Tá aithne agam ar an gcailín sin.
409602	I am hungry.	3604035	Tá ocras orm.
413731	One, two, three, four, five, six, seven, eight, nine, ten.	2505271	Aon, dó, trí, ceathair, cúig, sé, seacht, ocht, naoi, deich.
418480	Happy Fourth of July!	3125643	4 d'Iúil shona!
423405	It's hot.	2149017	Tá sé te.
430055	Apples are red.	3599684	Tá na húlla dearg.
434242	Are you hungry?	3604037	An bhfuil ocras ort?
435088	Her socks are gray.	625703	Tá dath liath ar a stocaí.
436243	How old are you?	748605	Cén aois thú?
436293	I am a doctor.	3603133	Is dochtúir mé.
436297	I am a journalist.	2714808	Is iriseoir mé.
566994	I'm a policeman.	3603138	Is péas mé.
436325	I am cold.	4616492	Tá mé fuar.
436427	I am sick.	752752	Tá tinneas orm.
449037	They were afraid of you.	3672080	Bhí faitíos orthu romhat.
453185	I have two daughters.	2714933	Tá beirt iníonacha agam.
453328	I am a boy.	3603141	Is buachaill mé.
453893	Don't open your book.	3433952	Ná hoscail do leabhar.
455949	I'm drinking water because I'm thirsty.	2714582	Tá mé ag ól uisce, mar tá tart orm.
1705	I'm tired.	625541	Tá tuirse orm.
456701	She has sunglasses.	3042457	Tá spéaclaí gréine aici.
458941	Venice is a city on water.	626887	Is cathair ar uisce é an Veinéis.
460021	My favorite color is red.	3599462	Is dearg an dath is fearr liom.
461945	You're an idiot.	748612	Is amadán thú.
467311	This is the house where I was born.	2989000	Is é seo an teach nuair a rugadh mé.
477086	Yes.	748601	Sea.
479759	It's not rocket science.	752753	Ní eolaíocht roicéid é.
482348	I don't speak Swedish.	3600082	Níl Sualainnis agam.
483692	When Mary entered the room, Jack suddenly stopped talking.	752741	Nuair a chuaigh Mary isteach sa seomra, stop Jack ag caint go tobann.
484648	Drive safely.	630742	Tiomáin go cúramach.
488157	I live in this hotel.	626923	Tá cónaí orm san ostán seo.
495219	I'm going.	11841335	Táim ag dul.
495219	I'm going.	3602543	Tá mé ag dul.
514761	I am a tourist.	3603142	Is turasóir mé.
514763	I have a visa.	3602503	Tá víosa agam.
515536	There's a book here.	3602733	Tá leabhar anseo.
515538	It's your book.	626944	Is é do leabhar.
515538	It's your book.	2951322	Is leatsa an leabhar.
522273	The capital city of the Netherlands is Amsterdam.	748610	Is í Amstardam príomhchathair na hÍsiltíre.
527961	It wasn't expensive.	3433449	Ní raibh sé daor.
533089	Anybody can participate.	3599488	Is féidir le gach duine páirt a ghlacadh.
536946	I am a translator.	3603145	Is aistritheoir mé.
549942	I don't like bad children.	3600050	Ní maith liom páistí dona.
574624	I am well.	651184	Tá mé go maith.
587159	I love you, my angel.	3604030	Tá grá agam duit, m'aingeal.
595597	Where were you yesterday?	3092993	Cén áit a raibh tú inné?
614312	One language is never enough.	2864499	Ní leor teanga amháin.
618980	It's one o'clock.	2714667	Tá sé a haon a chlog.
631144	How do you do that?	873587	Goidé an dóigh a ndéanann tú sin?
651201	One beetle recognises another.	651199	Aithníonn ciaróg ciaróg eile.
654928	I am going to the shop.	654929	Tá mé ag dul go dtí an siopa.
681310	I don't know Russian.	3599726	Níl Rúisis agam.
685841	Do you have money?	3391355	An bhfuil airgead agat?
687708	Which one do you prefer?	871708	Cé acu is fearr leat?
694434	My father is going to China.	3602694	Tá m'athair ag dul go dtí an tSín.
702472	Colorless green ideas sleep furiously.	719083	Codlaíonn smaointe glasa neamhdhaite go fíochmhar.
703243	I'm speaking with my student.	3602540	Táim ag labhairt le mo mhac léinn.
705436	Buenos Aires is the capital of Argentina.	3391551	Is í Buenos Aires príomhchathair na hAirgintíne.
716145	I know that.	3602682	Tá a fhios agam sin.
718876	I'm in the car.	3604031	Táim sa charr.
718876	I'm in the car.	3604032	Tá mé sa charr.
731369	He knows this city very well.	3600002	Tá a fhios aige an chathair seo go han-mhaith.
758208	Did you see my father?	3601125	An bhfaca tú m'athair?
773004	There was an accident.	773003	Tharla timpiste.
773117	I will not be afraid.	773114	Ní mbiodh eagla orm.
773119	I am afraid.	773118	Tá eagla orm.
773136	I'm afraid we're not in Kansas anymore, said Paul.	773134	"Tá eagla orm nach bhfuil muid í Kansas a thuilleadh", a duirt Pól.
773139	I'm afraid of the bus.	773138	Tá eagla orm roimh an mbus.
773165	I'm living in Scotland.	773163	Tá mé i mo chónaí in Albain.
773395	I have a table.	3602505	Tá bord agam.
773453	I'm going home.	3602546	Táim ag dul abhaile.
773453	I'm going home.	3602547	Tá mé ag dul abhaile.
773512	I don't have a sister.	3602380	Níl deirfiúr agam.
773514	I don't have a brother.	3602382	Níl deartháir agam.
780858	I am a foreigner.	3603146	Is eachtrannach mé.
789910	I am a Muslim.	3603149	Is Moslamach mé.
801731	The cat is under the table.	2504666	Tá an cat faoin mbord.
853043	There isn't a cat.	3603996	Níl cat ann.
853095	Yesterday was hot.	949648	Inné bhí te.
854090	Can you see anything at all there?	3672098	An bhfeiceann tú rud ar bith ansin?
857851	He killed himself.	3433385	Chuir sé lámh ina bhás féin.
869088	This is easy.	869106	Tá sé seo éasca.
869091	This is difficult.	869107	Tá sé seo deacair.
870918	Who was Mona Lisa?	3599664	Cé a bhí Mona Lisa?
871595	The man that I see is very tall.	871596	Tá an fear a fheicim an-ard.
871598	Did you read the book that won the prize?	871600	Ar léigh tú an leabhar a bhuaigh an duais?
871601	I'll give a copy to anyone who asks for it.	871603	Tabharfaidh mé cóip do dhuine ar bith a iarrann é.
871604	I live in the house my father built.	871605	Tá cónaí orm sa teach a thóg m’athair.
871608	I’ll give you that article.	871609	Tabharfaidh mé an t-alt sin duit.
871611	I'll give you the article I wrote on that matter.	871614	Tabharfaidh mé duit an t-alt a scríobh mé faoin ábhar sin.
871618	He cut it with the knife that he received as a present from his brother.	871620	Ghearr sé é leis an scian a fuair sé mar bronntanas óna dheartháir.
871624	They bought a house last year in the place where we’re going on vacation.	871625	Cheannaigh siad teach anuraidh san áit a rachaidh muid ar saoire.
871627	The woman who lives next door is working for the Civil Service now.	871628	An bhean atá ina cónaí béal dorais, tá sí ag obair sa Státseirbhís anois.
871631	There's a man at the door who wants to talk to you.	871633	Tá fear ag an doras atá ag iarraidh caint leat.
871634	He saw an old friend last week whom he hadn’t seen in years.	871635	Chonaic sé seanchara an tseachtain seo caite nach bhfaca sé le blianta.
871637	I thought I saw someone there.	871639	Cheap mé go bhfaca mé duine ansin.
871640	Colm is the person I thought I saw.	871641	Is é Colm an duine a cheap mé a chonaic mé.
871644	He's doing something there.	871647	Tá sé ag déanamh rud éigin ansin.
871649	I like the picture that I see there.	871651	Is maith liom an pictiúr a fheicim ansin.
5152881	She doesn't like the food that Bríd makes.	871665	Ní thaitníonn an bia a dhéanann Bríd léi.
871662	Cáit makes the food that I prefer.	871664	Déanann Cáit an bia is fearr liom.
871666	The priest who speaks French will be here next week.	871667	Beidh an sagart a labhraíonn Fraincis anseo an tseachtain seo chugainn.
871670	Máire married the man who got first prize.	871671	Phós Máire an fear a fuair an chéad duais.
871675	Peige is the person who will finish the work.	871677	Is í Peige an duine a chríochnóidh an obair.
871678	I don't understand the questions that the teacher asks.	871680	Ní thuigim na ceisteanna a chuireann an múinteoir.
871682	I bought a book that will be very interesting.	871685	Cheannaigh mé leabhar a bheidh an-suimiúil.
871686	What will be happening on Thursday?	871688	Goidé a bheas ar siúl ar an Déardaoin?
871690	What do you do in London?	871693	Céard a dhéananns tú i Londain?
871694	Who was not here?	871695	Cé nach raibh anseo?
871697	What did he not buy?	871699	Cad nár cheannaigh sé?
871709	Which food do you prefer?	871710	Cén bia is fearr leat?
871712	Which people will be here?	871714	Cé na daoine a bheidh anseo?
871715	Which woman was talking to you?	871716	Cén bhean a bhí ag caint leat?
871718	When was he here before?	871721	Cathain a bhí sé anseo cheana?
871722	When will you come back?	871723	Cén uair a thiocfaidh tú ar ais?
871725	How long will they stay?	871727	Cén fhad a fhanfas siad?
871728	How often do you see her?	871729	Cé chomh minic a fheiceann tú í?
871731	How's the work going?	871733	Conas atá an obair ag dul ar aghaidh?
871734	How was the night?	871735	Goidé mar a bhí an oíche?
871737	What will you drink?	871739	Céard a ólfaidh tú?
871740	Who said that?	871741	Cé a dúirt é sin?
871743	Which newspaper would you prefer?	871745	Cén nuachtán ab fhearr leat?
871746	Who lives in that house?	871747	Cé atá ina chónaí sa teach sin?
871749	Which film did you see?	871751	Cén scannán a chonaic sibh?
871752	Whose food is this?	871753	Cé leis an bia seo?
871755	What does she do in the summer?	871757	Cad a dhéanann sí sa samhradh?
871758	How did you do it?	871759	Conas mar a rinne tú é?
871761	Who did you see at the theatre?	871763	Cé a chonaic tú ag an amharclann?
873050	I bought a car in Derry yesterday.	873052	Cheannaigh mé carr i nDoire inné.
873050	I bought a car in Derry yesterday.	873062	Is inné a cheannaigh mé carr i nDoire.
873054	It's a car that I bought in Derry yesterday.	873055	Is carr a cheannaigh mé i nDoire inné.
873058	It’s in Derry that I bought a car yesterday.	873060	Is i nDoire a cheannaigh mé carr inné.
873066	I'll wear the blue dress.	873069	Is é an gúna gorm a chaithﬁdh mé.
873066	I'll wear the blue dress.	873070	An gúna gorm a chaithfidh mé.
873066	I'll wear the blue dress.	2951320	Caithfidh mé an gúna gorm.
873071	It's your children who were late.	873073	Is iad do pháistíse a bhí mall.
873075	We'll be leaving tomorrow.	873079	Amárach a bheidh muid ag imeacht.
873080	I bought the car.	873082	Mise a cheannaigh an carr.
873084	I was talking to my family.	873087	Ag caint le mo mhuintir a bhí mé.
873088	She is making dinner.	873089	Ag réiteach an dinnéir atá sí.
873092	He broke the window.	873094	Bhris sé an fhuinneog.
873096	You'll fall!	873097	Titim a dhéanfaidh tú!
873112	The fact is, he broke the window.	873115	Is amhlaidh a bhris sé an fhuinneog.
873116	You’re really going to fall!	873117	Is amhlaidh a thitfidh tú!
873120	What he said was that he was satisfied.	873123	’Séard a dúirt sé go raibh sé sásta.
873125	What you saw was a dolphin.	873126	’Séard a chonaic tú ná deilf.
873129	The one who did it was Éamonn.	873131	’Sé a rinne é ná Éamonn.
873129	The one who did it was Éamonn.	2951315	Sé Éamonn a rinne é.
873133	What they did was break the window.	873134	’Séard a rinne siad ná an fhuinneog a bhriseadh.
873138	What I'll do is clean the room.	873141	’Séard a dhéanfaidh mé ná an seomra a ghlanadh.
873142	Will you really come?	873144	An amhlaidh a thiocfaidh sibh?
873153	Is it you who'll buy the food?	873157	An tusa a cheannóidh an bia?
873158	Did they come today?	873159	Inniu a tháinig siad?
873163	He's a journalist.	873165	Iriseoir is ea é.
2273295	Tom is my brother.	873167	Mo dheartháir is é Tomás.
873169	Yesterday is when I bought a car.	873172	Inné is ea a cheannaigh mé carr.
873173	It's a car that I bought.	873174	Carr is ea a cheannaigh mé.
873449	What I want now is ice cream.	873450	’Séard atá uaim anois ná uachtar reoite.
873452	You’ll break your neck!	873455	Do mhuinéal a bhriseadh a dhéanfaidh tú!
873456	My brother is a professor.	873458	Ollamh is ea mo dheartháir.
873460	I met Mattias in Spain.	873463	Sa Spáinn a bhuail mé le Mattias.
873464	It's tomorrow that you're leaving, isn't it?	873467	Amárach atá tú ag imeacht, nach ea?
873468	Bríd has the money.	873469	Ag Bríd atá an t-airgead.
873473	It wasn't me that ate the last piece of cake.	873475	Ní mise a d’ith an píosa cáca deireanach.
318150	It's a beautiful day.	873477	Lá álainn is ea é.
873479	We'll leave at eight o'clock.	873481	Ag a hocht a chlog a imeoimid.
873482	I saw Eibhlín at the library, not Sorcha.	873483	Is í Eibhlín a chonaic mé ag an leabharlann, ní hí Sorcha.
873499	That is the house that I stay in.	873501	Sin é an teach a bhfanaim ann.
873502	That is the woman they stay with.	873503	Sin í an bhean a bhfanann siad léi.
873505	Those are the children you'll be giving the book to.	873507	Sin iad na gasúir a mbeidh tú ag tabhairt an leabhar dóibh.
873508	Who are the people I saw her with?	873509	Cé hiad na daoine a bhfaca mé leo í?
873511	The man that you'll get a letter from is on holiday now.	873514	Tá an fear a bhfaighidh tú litir uaidh ar saoire anois.
873515	I see the children who had a cold.	873516	Feicim na gasúir a raibh slaghdán orthu.
873518	Is that the woman who knows the answer?	873520	An í sin an bhean a bhfuil a fhios aici an freagra?
873521	That's the man whose wife died.	873523	Sin é an fear a bhfuair a bhean bás.
873525	That's the woman whose son is sick.	873528	Sin iad na daoine ar bhuaigh a bpáiste an chéad duais.
873525	That's the woman whose son is sick.	2951279	Tá mac an bhean sin tinn.
873529	That's the house I stayed in.	873530	Sin é an teach ar fhan mé ann.
873532	That's the woman they stayed with.	873534	Sin í an bhean ar fhan siad léi.
873535	Those are the children you gave the book to.	873536	Sin iad na gasúir ar thug tú an leabhar dóibh.
873538	Those are the people whose car I repaired.	873540	Sin iad na daoine ar chuir mé caoi ar a gcarr.
873541	That's the house they were living in.	873542	Sin é an teach a raibh siad ina gcónaí ann.
873545	That's the woman I got a message from.	873547	Sin í an bhean a bhfuair mé teachtaireacht uaithi.
873548	The car is Brian’s.	873549	Is le Brian an carr.
873551	Which house do you stay in?	873554	Cén teach a bhfanann sibh ann?
873555	Which woman do you stay with?	873556	Cén bhean a bhfanann tú léi?
873558	Which teachers were you talking to?	873560	Cé na múinteoirí a raibh tú ag caint leo?
